Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review,review_length,Sentiment,Cleaned_Review
655,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,It’s a nice cozy spot by the turf! However it’s too interior ( next to aavin factory) But coffee was simply amazing! Worth a visit! ,25,Positive,nice cozy spot turf however interior next aavin factory coffee simply amazing worth visit
656,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,"The place was really small so we didn’t have much expectations but it was great to be there. Downside is Service took a really long time and there are no washrooms. We ordered:Corn cheese nuggets - AMAZING! We were tempted to keep ordering this. The side was excellent too.Peri peri French fries - This also tasted really good. Sphagetti Arabiatta pasta- portion was less but great quality and taste.Choco hazelnut milkshake - GoodPotato wedges - could have been better but not bad.Nutella waffle - excellent waffle! Loved it!Overall it was a good experience, would highly recommend.",96,Positive,place really small didnt much expectation great downside service took really long time washroom orderedcorn cheese nugget amazing tempted keep ordering side excellent tooperi peri french fry also tasted really good sphagetti arabiatta pasta portion less great quality tastechoco hazelnut milkshake goodpotato wedge could better badnutella waffle excellent waffle loved itoverall good experience would highly recommend
657,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,Excellent food. I visited the cafe too. Great sports cafe with good ambiance. Really good quality of food and the food portion is big enough too. ,26,Positive,excellent food visited cafe great sport cafe good ambiance really good quality food food portion big enough
658,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,"Terrible. One ice cream tasted like spoiled milk. They refused to cancel. Other ice creams are average, that u can find in any ordinary restaurant, but extremely overpriced. 350 rs for 1 small scoop, which they serve in a disposable cup n wodden spoon. AC does not work in the restaurant.",51,Positive,terrible one ice cream tasted like spoiled milk refused cancel ice cream average find ordinary restaurant extremely overpriced small scoop serve disposable cup wodden spoon work restaurant
659,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,1 mini scoop of ice cream is 325+taxes . If you can afford it you can give it a try. Decent icecream but definitely too expensive for what it's worth. Atleast the ambience can be better for this price.,39,Positive,mini scoop ice cream tax afford give try decent icecream definitely expensive worth atleast ambience better price
660,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,"First things frst, we forgot our phone and left the shop after having our ice cream. Raju and Vadivelu were kind enough to keep it safe, really appreciate their integrity. Not to forget the ice creams were top notch and our heart felt gratitude to Raju and Vadivelu ",48,Positive,first thing frst forgot phone left shop ice cream raju vadivelu kind enough keep safe really appreciate integrity forget ice cream top notch heart felt gratitude raju vadivelu
661,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,"Visited the place two weeks back with my kids... 4 ice creams burnt a hole in my wallet... And all single scoops, mind you... Could have spent the amount for a month at some other ice cream parlour ... So much for fine diningThere is nothing special about this place, unless you have money growing on trees and want to burn them away",63,Positive,visited place two week back kid ice cream burnt hole wallet single scoop mind could spent amount month ice cream parlour much fine diningthere nothing special place unless money growing tree want burn away
662,The Summer House Eatery,4.2,"Cafe, Mexican, Italian, Continental, Fast Food, Desserts, Beverages",950,chennai,i received chicken pasta instead of the veg pasta that i had ordered and paid extra for.i request for the restaurant to refund or i’ll take this to instagram and report you guys.i’m a pure vegetarian and this is unethical and unacceptable.,42,Positive,received chicken pasta instead veg pasta ordered paid extra fori request restaurant refund ill take instagram report guysim pure vegetarian unethical unacceptable
663,Convo@C20,4.1,"Cafe, American, Continental, Italian, Asian, Beverages, Pizza, Desserts","1,200",chennai,The waiter doesn't know his dishes. He couldn't explain any dish and served something else. The food was decent and the ambience was good.,24,Positive,waiter doesnt know dish couldnt explain dish served something else food decent ambience good
664,Convo@C20,4.1,"Cafe, American, Continental, Italian, Asian, Beverages, Pizza, Desserts","1,200",chennai,we were skeptic when we first saw the restaurant but they blew our mind with the service and the food. 10 on 10 i would recommend.,26,Positive,skeptic first saw restaurant blew mind service food would recommend
665,Seeds Lifestyle,4.4,"Cafe, Salad, Healthy Food, Fast Food, Middle Eastern, Wraps, Beverages",750,chennai,"The ambience is very beautiful located in between residential area ,cosy and good however the food portions was little for the prices they charge,  we had hot chocolate not that great. They don't have card payment and the staff didn't inform beforehand, (only gpay or cash). again Only the ambience is good nothing much ",54,Positive,ambience beautiful located residential area cosy good however food portion little price charge hot chocolate great dont card payment staff didnt inform beforehand gpay cash ambience good nothing much
666,Double Roti,4.2,"Cafe, Coffee, Continental, Mexican, Salad, Healthy Food, Fast Food, Beverages",950,chennai,"tastey but quite expensive, less option for chicken.",8,Positive,tastey quite expensive less option chicken
667,Chamiers Cafe,4.0,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,"expensive and overrated. ordered tuna sandwich and cheese poppers and neither were worth it. look at the size and quantity of the cheese poppers. had to repeatedly ask for water, nobody cared for it otherwise. ridiculous.",36,Positive,expensive overrated ordered tuna sandwich cheese popper neither worth look size quantity cheese popper repeatedly ask water nobody cared otherwise ridiculous
668,Chamiers Cafe,4.0,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,Extremely horrible service. The waiter was so rude that he actually snatched the plate away from our table. A total disappointment.,21,Positive,extremely horrible service waiter rude actually snatched plate away table total disappointment
669,Chamiers Cafe,4.0,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,"It’s so sad to see that Chamiers Cafe, once a cozy place for great food and ambience has lost all of its charm in the recent years. While the food is ridiculously overpriced for its underwhelming food, perhaps the biggest problem they must overcome is their pathetic service. The staff are not only slow, but also disrespectful and rude, so much that it may feel like you’re eating there for free. If you’re lucky, you may receive service from one of the friendly staff which are very less in number, of course. I’ve been here a dozen times in the recent past, hoping to find at least one good thing to return to. I wouldn’t recommend this place anymore for any reason, other than if...read more",126,Positive,sad see chamiers cafe cozy place great food ambience lost charm recent year food ridiculously overpriced underwhelming food perhaps biggest problem must overcome pathetic service staff slow also disrespectful rude much may feel like youre eating free youre lucky may receive service one friendly staff less number course ive dozen time recent past hoping find least one good thing return wouldnt recommend place anymore reason ifread
670,Chamiers Cafe,4.0,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,"Ridiculously poor service, when asked to take the order they refused twice and kept us waiting for over 40mins until we decided to walk out. No one approached us even then despite there being only 4 other tables occupied.",39,Positive,ridiculously poor service asked take order refused twice kept waiting min decided walk one approached even despite table occupied
671,Sandy's Chocolate Laboratory,4.3,"Cafe, Shake, Beverages, Sandwich, Continental, Italian, Desserts","1,700",chennai,Banana syrup with the pancake was rotten and smelly,9,Positive,banana syrup pancake rotten smelly
672,The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,1st time I ordered from board room quality of food is worst both cottage cheese balls and onion rings had no taste then oil… cold coffee was worst then ice water,31,Positive,time ordered board room quality food worst cottage cheese ball onion ring taste oil cold coffee worst ice water
673,The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,"Pizza looking like Papadam, Test poor, Quality not good, my worst experience, with restaurant and Zomato ",16,Positive,pizza looking like papadam test poor quality good worst experience restaurant zomato
674,The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,"The restaurant was part of the gaming room and the food was good with prompt service. Since food was ordered while playing the games, the ambience was noisy as many people were enthusiastically playing their games. ",36,Positive,restaurant part gaming room food good prompt service since food ordered playing game ambience noisy many people enthusiastically playing game
675,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,"This review is something that is going to be very close to my heart. I was looking out places to host my pet’s first bday and my friend suggested Scooby’s cafe since it was compact place with outdoor seating. After a lot of discussions with the cafe owner Sharmila , I reserved this place. I was skeptical about the food since I had gone through the reviews so I did not commit. Welcome drink was complimentary and I was glad it all worked in my budget. Sharmila was very accommodative to all my requests. Damn sweet :) So the D- day came , I was surprised with the cute decors. My friends and family had a lovely time. Since , they were hungry we ended up ordering some food and trust me...read more",133,Neutral,review something going close heart looking place host pet first bday friend suggested scoobys cafe since compact place outdoor seating lot discussion cafe owner sharmila reserved place skeptical food since gone review commit welcome drink complimentary glad worked budget sharmila accommodative request damn sweet day came surprised cute decor friend family lovely time since hungry ended ordering food trust meread
676,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,Horrible and very pricy not worth the money please look into it . Ordered cupcakes and sandwiches. Both were extremely bad ,21,Neutral,horrible pricy worth money please look ordered cupcake sandwich extremely bad
677,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,one of the goli soda bottle was opened and the entire juice was spilled in the cover,17,Neutral,one goli soda bottle opened entire juice spilled cover
678,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,ordered for latte coffee but I received filter coffee ☹️,10,Neutral,ordered latte coffee received filter coffee
679,The FreshlyMade,4.0,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,undercooked food ,2,Positive,undercooked food
680,The FreshlyMade,4.0,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,"Yup, that's worth INR 410. Unbelievable less quantity for the price. You would think they would at least fill the two small portions with rice, but no. The food is good, quantity is sad.",34,Positive,yup thats worth inr unbelievable less quantity price would think would least fill two small portion rice food good quantity sad
681,The FreshlyMade,4.0,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,Not even lit hot,4,Positive,even lit hot
682,The FreshlyMade,4.0,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,We fall ill after eating there Burger & Pizza.,9,Positive,fall ill eating burger pizza
683,Beachville Coffee Roasters,3.9,"Cafe, Fast Food, Beverages, Desserts",700,chennai,One cookie was crumbled,4,Positive,one cookie crumbled
684,Barrocco,3.8,"Cafe, Desserts, Asian, Beverages",600,chennai,We had ordered lychee flavoured boba milk tea but it was more of lychee essence and lime punch,18,Positive,ordered lychee flavoured boba milk tea lychee essence lime punch
685,Cafe CakeBee,4.5,"Cafe, Italian, Bakery, Desserts, Beverages, Shake",800,chennai,Need parking space or valet!,5,Positive,need parking space valet
686,Atte - Glocal Cafe,4.2,"Cafe, Fast Food, Street Food, Beverages",700,chennai,"not a alsa bread omlet, it's local bread omlet ",9,Positive,alsa bread omlet local bread omlet
687,Cafe Coffee Day,3.0,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",750,chennai,super,1,Neutral,super
